case_type,stage,state,days_pending_so_far,past_adjournments,days_to_disposal
Civil,Passing of Orders,Delhi,0,0,9
Civil,Passing of Orders,Delhi,0,0,87
Civil,Passing of Orders,Delhi,0,0,5
Civil,Passing of Orders,Delhi,0,0,100
Civil,Passing of Orders,Delhi,0,0,1
Civil,Passing of Orders,Delhi,0,0,85
Civil,Passing of Orders,Delhi,0,0,864
Civil,Passing of Orders,Delhi,0,0,515
Civil,Passing of Orders,Delhi,0,0,2
Civil,Passing of Orders,Delhi,0,0,751
Civil,Passing of Orders,Delhi,0,0,864
Civil,Passing of Orders,Delhi,0,0,58
Civil,Passing of Orders,Delhi,0,0,31
Civil,Passing of Orders,Delhi,0,0,485
Civil,Passing of Orders,Delhi,0,0,1
Civil,Passing of Orders,Delhi,0,0,122
Civil,Passing of Orders,Delhi,0,0,71
Civil,Passing of Orders,Delhi,0,0,11
Civil,Passing of Orders,Delhi,0,0,903
Civil,Passing of Orders,Delhi,0,0,3
Civil,Passing of Orders,Delhi,0,0,91
Civil,Passing of Orders,Delhi,0,0,1
Civil,Passing of Orders,Delhi,0,0,1123
Civil,Passing of Orders,Delhi,0,0,2
Civil,Passing of Orders,Delhi,0,0,525
Civil,Passing of Orders,Delhi,0,0,61
Civil,Passing of Orders,Delhi,0,0,106
Civil,Passing of Orders,Delhi,0,0,106
Civil,Passing of Orders,Delhi,0,0,106
Civil,Passing of Orders,Delhi,0,0,1036
Civil,Passing of Orders,Delhi,0,0,4
Civil,Passing of Orders,Delhi,0,0,106
Civil,Passing of Orders,Delhi,0,0,106
Civil,Passing of Orders,Delhi,0,0,210
Civil,Passing of Orders,Delhi,0,0,243
Civil,Passing of Orders,Delhi,0,0,789
Civil,Passing of Orders,Delhi,0,0,10
Civil,Passing of Orders,Delhi,0,0,582
Civil,Passing of Orders,Delhi,0,0,78
Civil,Passing of Orders,Delhi,0,0,57
Civil,Passing of Orders,Delhi,0,0,4
Civil,Passing of Orders,Delhi,0,0,231
Civil,Passing of Orders,Delhi,0,0,684
Civil,Passing of Orders,Delhi,0,0,790
Civil,Passing of Orders,Delhi,0,0,1
Civil,Passing of Orders,Delhi,0,0,1
Civil,Passing of Orders,Delhi,0,0,7
Criminal,Passing of Orders,Maharashtra,0,0,559
Criminal,Passing of Orders,Maharashtra,0,0,741
Criminal,Passing of Orders,Maharashtra,0,0,562
Criminal,Passing of Orders,Maharashtra,0,0,403
Criminal,Passing of Orders,Maharashtra,0,0,244
Criminal,Passing of Orders,Maharashtra,0,0,547
Criminal,Passing of Orders,Maharashtra,0,0,565
Criminal,Passing of Orders,Maharashtra,0,0,207
Criminal,Passing of Orders,Maharashtra,0,0,343
Criminal,Passing of Orders,Maharashtra,0,0,406
Criminal,Passing of Orders,Maharashtra,0,0,150
Criminal,Passing of Orders,Maharashtra,0,0,517
Criminal,Passing of Orders,Maharashtra,0,0,398
Criminal,Passing of Orders,Maharashtra,0,0,223
Criminal,Passing of Orders,Maharashtra,0,0,967
Criminal,Passing of Orders,Maharashtra,0,0,542
Criminal,Passing of Orders,Maharashtra,0,0,358
Criminal,Passing of Orders,Maharashtra,0,0,672
Criminal,Passing of Orders,Maharashtra,0,0,108
Criminal,Passing of Orders,Maharashtra,0,0,450
Criminal,Passing of Orders,Maharashtra,0,0,561
Criminal,Passing of Orders,Maharashtra,0,0,560
Criminal,Passing of Orders,Maharashtra,0,0,480
Criminal,Passing of Orders,Maharashtra,0,0,621
Criminal,Passing of Orders,Maharashtra,0,0,181
Criminal,Passing of Orders,Maharashtra,0,0,772
Criminal,Passing of Orders,Maharashtra,0,0,72
Criminal,Passing of Orders,Maharashtra,0,0,194
Criminal,Passing of Orders,Maharashtra,0,0,860
Criminal,Passing of Orders,Maharashtra,0,0,844
Criminal,Passing of Orders,Maharashtra,0,0,215
Criminal,Passing of Orders,Maharashtra,0,0,253
Criminal,Passing of Orders,Maharashtra,0,0,534
Criminal,Passing of Orders,Maharashtra,0,0,229
Criminal,Passing of Orders,Maharashtra,0,0,590
Criminal,Passing of Orders,Maharashtra,0,0,238
Criminal,Passing of Orders,Maharashtra,0,0,753
Criminal,Passing of Orders,Maharashtra,0,0,368
Criminal,Passing of Orders,Maharashtra,0,0,13
Criminal,Passing of Orders,Maharashtra,0,0,847
Criminal,Passing of Orders,Maharashtra,0,0,30
Criminal,Passing of Orders,Maharashtra,0,0,333
Criminal,Passing of Orders,Maharashtra,0,0,617
Criminal,Passing of Orders,Maharashtra,0,0,45
Criminal,Passing of Orders,Maharashtra,0,0,25
Criminal,Passing of Orders,Maharashtra,0,0,80
Criminal,Passing of Orders,Maharashtra,0,0,432
Criminal,Passing of Orders,Maharashtra,0,0,34
Civil,Passing of Orders,Chhattisgarh,0,0,10
Civil,Passing of Orders,Chhattisgarh,0,0,6
Civil,Passing of Orders,Chhattisgarh,0,0,314
Civil,Passing of Orders,Chhattisgarh,0,0,1
Civil,Passing of Orders,Chhattisgarh,0,0,88
Civil,Passing of Orders,Chhattisgarh,0,0,272
Civil,Passing of Orders,Chhattisgarh,0,0,4
Civil,Passing of Orders,Chhattisgarh,0,0,13
Civil,Passing of Orders,Chhattisgarh,0,0,927
Civil,Passing of Orders,Chhattisgarh,0,0,1760
Civil,Passing of Orders,Assam,0,0,227
Civil,Passing of Orders,Chhattisgarh,0,0,2514
Civil,Passing of Orders,Chhattisgarh,0,0,6
Civil,Passing of Orders,Chhattisgarh,0,0,6
Civil,Passing of Orders,Chhattisgarh,0,0,6
Civil,Passing of Orders,Chhattisgarh,0,0,1467
Civil,Passing of Orders,Chhattisgarh,0,0,7
Civil,Passing of Orders,Chhattisgarh,0,0,3506
Civil,Passing of Orders,Assam,0,0,837
Civil,Passing of Orders,Assam,0,0,709
Civil,Passing of Orders,Assam,0,0,1972
Civil,Passing of Orders,Assam,0,0,573
Civil,Passing of Orders,Assam,0,0,25
Civil,Passing of Orders,Assam,0,0,177
Criminal,Passing of Orders,Assam,0,0,21
Criminal,Passing of Orders,Assam,0,0,35
Civil,Passing of Orders,Assam,0,0,12
Civil,Passing of Orders,Assam,0,0,619
Civil,Passing of Orders,Assam,0,0,21
Criminal,Passing of Orders,Assam,0,0,80
Criminal,Passing of Orders,Rajasthan,0,0,1441
Criminal,Passing of Orders,Rajasthan,0,0,1
Criminal,Passing of Orders,Rajasthan,0,0,889
Criminal,Passing of Orders,Rajasthan,0,0,177
Criminal,Passing of Orders,Rajasthan,0,0,21
Criminal,Passing of Orders,Rajasthan,0,0,21
Criminal,Passing of Orders,Rajasthan,0,0,272
Criminal,Passing of Orders,Rajasthan,0,0,614
Criminal,Passing of Orders,Rajasthan,0,0,43
Criminal,Passing of Orders,Rajasthan,0,0,10
Criminal,Passing of Orders,Rajasthan,0,0,198
Criminal,Passing of Orders,Madhya Pradesh,0,0,148
Criminal,Passing of Orders,Rajasthan,0,0,68
Criminal,Passing of Orders,Rajasthan,0,0,17
Criminal,Passing of Orders,Rajasthan,0,0,1863
Criminal,Passing of Orders,Rajasthan,0,0,1485
Criminal,Passing of Orders,Rajasthan,0,0,248
Criminal,Passing of Orders,Rajasthan,0,0,99
Criminal,Passing of Orders,Rajasthan,0,0,639
Criminal,Passing of Orders,Rajasthan,0,0,245
Criminal,Passing of Orders,Rajasthan,0,0,120
Criminal,Passing of Orders,Rajasthan,0,0,125
Criminal,Passing of Orders,Rajasthan,0,0,1015
Criminal,Passing of Orders,Rajasthan,0,0,73
Criminal,Passing of Orders,Rajasthan,0,0,420
Criminal,Passing of Orders,Rajasthan,0,0,197
Criminal,Passing of Orders,Rajasthan,0,0,64
Criminal,Passing of Orders,Rajasthan,0,0,3532
Criminal,Passing of Orders,Rajasthan,0,0,342
Criminal,Passing of Orders,Rajasthan,0,0,3607
Criminal,Passing of Orders,Maharashtra,0,0,2242
Criminal,Passing of Orders,Maharashtra,0,0,2520
Criminal,Passing of Orders,Maharashtra,0,0,3355
Criminal,Passing of Orders,Maharashtra,0,0,1750
Criminal,Passing of Orders,Maharashtra,0,0,2313
Criminal,Passing of Orders,Maharashtra,0,0,1904
Criminal,Passing of Orders,Maharashtra,0,0,2342
Criminal,Passing of Orders,Maharashtra,0,0,1961
Criminal,Passing of Orders,Maharashtra,0,0,2338
Criminal,Passing of Orders,Maharashtra,0,0,2454
Criminal,Passing of Orders,Maharashtra,0,0,2009
Criminal,Passing of Orders,Maharashtra,0,0,2806
Criminal,Passing of Orders,Maharashtra,0,0,3210
Criminal,Passing of Orders,Maharashtra,0,0,2657
Criminal,Passing of Orders,Maharashtra,0,0,2112
Criminal,Passing of Orders,Maharashtra,0,0,4169
Criminal,Passing of Orders,Maharashtra,0,0,2017
Criminal,Passing of Orders,Maharashtra,0,0,1911
Criminal,Passing of Orders,Maharashtra,0,0,2686
Criminal,Passing of Orders,Maharashtra,0,0,2112
Criminal,Passing of Orders,Maharashtra,0,0,2287
Criminal,Passing of Orders,Maharashtra,0,0,1750
Criminal,Passing of Orders,Maharashtra,0,0,1605
Criminal,Passing of Orders,Maharashtra,0,0,2396
Criminal,Passing of Orders,Maharashtra,0,0,2631
Criminal,Passing of Orders,Maharashtra,0,0,3189
Criminal,Passing of Orders,Maharashtra,0,0,3179
Criminal,Passing of Orders,Maharashtra,0,0,2258
Criminal,Passing of Orders,Maharashtra,0,0,3359
Criminal,Passing of Orders,Maharashtra,0,0,2517
Criminal,Passing of Orders,Maharashtra,0,0,1976
Criminal,Passing of Orders,Maharashtra,0,0,1947
Criminal,Passing of Orders,Maharashtra,0,0,1917
Criminal,Passing of Orders,Maharashtra,0,0,2264
Criminal,Passing of Orders,Maharashtra,0,0,1918
Criminal,Passing of Orders,Maharashtra,0,0,1613
Civil,Passing of Orders,Karnataka,0,0,221
Civil,Passing of Orders,Telangana,0,0,861
Civil,Passing of Orders,Rajasthan,0,0,1005
Civil,Passing of Orders,Telangana,0,0,1
Civil,Passing of Orders,Tamil Nadu,0,0,845
Civil,Passing of Orders,Tamil Nadu,0,0,6
Civil,Passing of Orders,Tamil Nadu,0,0,194
Civil,Passing of Orders,Tamil Nadu,0,0,5
Civil,Passing of Orders,Tamil Nadu,0,0,5
Civil,Passing of Orders,Tamil Nadu,0,0,4
Civil,Passing of Orders,Tamil Nadu,0,0,158
Civil,Passing of Orders,Tamil Nadu,0,0,5
Civil,Passing of Orders,Tamil Nadu,0,0,6
Civil,Passing of Orders,Tamil Nadu,0,0,727
Civil,Passing of Orders,Tamil Nadu,0,0,1564
Civil,Passing of Orders,Tamil Nadu,0,0,71
Civil,Passing of Orders,Madhya Pradesh,0,0,180
Civil,Passing of Orders,Madhya Pradesh,0,0,14
Civil,Passing of Orders,Punjab,0,0,1519
Civil,Passing of Orders,Punjab,0,0,193
Civil,Passing of Orders,Punjab,0,0,1625
Civil,Passing of Orders,Chhattisgarh,0,0,19
Civil,Passing of Orders,Chhattisgarh,0,0,15
Civil,Passing of Orders,Madhya Pradesh,0,0,7
Civil,Passing of Orders,Madhya Pradesh,0,0,12
Civil,Passing of Orders,Madhya Pradesh,0,0,427
Civil,Passing of Orders,Madhya Pradesh,0,0,112
Civil,Passing of Orders,Madhya Pradesh,0,0,268
Civil,Passing of Orders,Madhya Pradesh,0,0,323
Civil,Passing of Orders,Madhya Pradesh,0,0,267
Civil,Passing of Orders,Karnataka,0,0,1540
Civil,Passing of Orders,Punjab,0,0,34
Civil,Passing of Orders,Madhya Pradesh,0,0,22
Civil,Passing of Orders,Tamil Nadu,0,0,182
Civil,Passing of Orders,Tamil Nadu,0,0,4
Civil,Passing of Orders,Tamil Nadu,0,0,6
Civil,Passing of Orders,Karnataka,0,0,555
Civil,Passing of Orders,Karnataka,0,0,634
Civil,Passing of Orders,Maharashtra,0,0,640
Civil,Passing of Orders,Maharashtra,0,0,37
Civil,Passing of Orders,Maharashtra,0,0,83
Civil,Passing of Orders,Maharashtra,0,0,45
Civil,Passing of Orders,Tamil Nadu,0,0,104
Civil,Passing of Orders,Tamil Nadu,0,0,847
Civil,Passing of Orders,Tamil Nadu,0,0,4
Civil,Passing of Orders,Tamil Nadu,0,0,9
Civil,Passing of Orders,Karnataka,0,0,634
Civil,Evidence,Maharashtra,0,0,1725
Civil,Evidence,Maharashtra,0,0,2266
Civil,Evidence,Maharashtra,0,0,2437
Civil,Evidence,Maharashtra,0,0,623
Civil,Evidence,Maharashtra,0,0,78
Civil,Evidence,Maharashtra,0,0,78
Civil,Evidence,Maharashtra,0,0,1027
Civil,Evidence,Maharashtra,0,0,11
Civil,Evidence,Maharashtra,0,0,10
Civil,Evidence,Maharashtra,0,0,2095
Civil,Evidence,Maharashtra,0,0,11
Civil,Evidence,Maharashtra,0,0,2165
Civil,Evidence,Maharashtra,0,0,11
Civil,Evidence,Haryana,0,0,350
Civil,Evidence,Haryana,0,0,685
Civil,Evidence,Uttar Pradesh,0,0,1300
Civil,Evidence,Uttar Pradesh,0,0,520
Civil,Evidence,Maharashtra,0,0,1351
Civil,Evidence,Gujarat,0,0,316
Civil,Evidence,Gujarat,0,0,154
Civil,Evidence,Gujarat,0,0,36
Civil,Evidence,Gujarat,0,0,880
Civil,Evidence,Gujarat,0,0,31
Civil,Evidence,Bihar,0,0,389
Civil,Evidence,Maharashtra,0,0,1878
Civil,Evidence,Punjab,0,0,53
Civil,Evidence,Punjab,0,0,136
Civil,Evidence,Uttar Pradesh,0,0,636
Civil,Evidence,Uttar Pradesh,0,0,563
Civil,Evidence,Uttar Pradesh,0,0,342
Civil,Evidence,Uttar Pradesh,0,0,342
Civil,Evidence,Uttar Pradesh,0,0,342
Civil,Evidence,Uttar Pradesh,0,0,342
Civil,Evidence,Uttar Pradesh,0,0,342
Civil,Evidence,Uttar Pradesh,0,0,342
Civil,Evidence,Uttar Pradesh,0,0,342
Civil,Evidence,Uttar Pradesh,0,0,245
Civil,Evidence,Uttar Pradesh,0,0,245
Civil,Evidence,Uttar Pradesh,0,0,251
Civil,Evidence,Uttar Pradesh,0,0,800
Civil,Evidence,Uttar Pradesh,0,0,253
Civil,Evidence,Uttar Pradesh,0,0,246
Civil,Evidence,Uttar Pradesh,0,0,1078
Civil,Evidence,Uttar Pradesh,0,0,1018
Civil,Evidence,Uttar Pradesh,0,0,220
Civil,Evidence,Uttar Pradesh,0,0,699
Criminal,Evidence,Bihar,0,0,14
Criminal,Evidence,Bihar,0,0,18
Criminal,Evidence,Chhattisgarh,0,0,3
Criminal,Evidence,Chhattisgarh,0,0,3
Criminal,Evidence,Maharashtra,0,0,8
Criminal,Evidence,Bihar,0,0,61
Criminal,Evidence,Maharashtra,0,0,7
Criminal,Evidence,Maharashtra,0,0,2
Criminal,Evidence,Maharashtra,0,0,2
Criminal,Evidence,Maharashtra,0,0,3
Criminal,Evidence,Maharashtra,0,0,8
Criminal,Evidence,Maharashtra,0,0,13
Civil,Evidence,Maharashtra,0,0,140
Civil,Evidence,Maharashtra,0,0,81
Civil,Evidence,Maharashtra,0,0,15
Civil,Evidence,Maharashtra,0,0,46
Civil,Evidence,Maharashtra,0,0,16
Civil,Passing of Orders,Kerala,0,0,39
Civil,Passing of Orders,Kerala,0,0,36
Civil,Passing of Orders,Kerala,0,0,1
Civil,Passing of Orders,Kerala,0,0,19
Civil,Passing of Orders,Kerala,0,0,439
Civil,Passing of Orders,Kerala,0,0,1
Civil,Passing of Orders,Kerala,0,0,3439
Civil,Passing of Orders,Kerala,0,0,11
Civil,Passing of Orders,Kerala,0,0,2
Civil,Passing of Orders,Kerala,0,0,33
Civil,Passing of Orders,Kerala,0,0,155
Civil,Passing of Orders,Kerala,0,0,5761
Civil,Passing of Orders,Kerala,0,0,703
Civil,Passing of Orders,Kerala,0,0,2927
Civil,Passing of Orders,Kerala,0,0,468
Civil,Passing of Orders,Kerala,0,0,3879
Civil,Passing of Orders,Kerala,0,0,3091
Civil,Passing of Orders,Kerala,0,0,171
Civil,Passing of Orders,Kerala,0,0,1
Civil,Passing of Orders,Kerala,0,0,55
Civil,Passing of Orders,Kerala,0,0,88
Civil,Passing of Orders,Kerala,0,0,349
Civil,Passing of Orders,Kerala,0,0,19
Civil,Passing of Orders,Kerala,0,0,15
Civil,Passing of Orders,Kerala,0,0,4
Civil,Passing of Orders,Kerala,0,0,376
Civil,Passing of Orders,Kerala,0,0,2
Civil,Passing of Orders,Kerala,0,0,294
Civil,Passing of Orders,Kerala,0,0,343
Civil,Passing of Orders,Kerala,0,0,3052
Civil,Passing of Orders,Kerala,0,0,2391
Civil,Passing of Orders,Kerala,0,0,2828
Civil,Passing of Orders,Kerala,0,0,61
Civil,Passing of Orders,Kerala,0,0,3
Civil,Passing of Orders,Kerala,0,0,295
Civil,Passing of Orders,Kerala,0,0,160
Civil,Passing of Orders,Kerala,0,0,57
Civil,Passing of Orders,Kerala,0,0,2755
Civil,Passing of Orders,Kerala,0,0,3328
Civil,Passing of Orders,Kerala,0,0,4
Civil,Passing of Orders,Kerala,0,0,4
Civil,Passing of Orders,Kerala,0,0,38
Civil,Passing of Orders,Kerala,0,0,29
Civil,Passing of Orders,Kerala,0,0,37
Civil,Passing of Orders,Kerala,0,0,8
Civil,Passing of Orders,Kerala,0,0,91
Civil,Passing of Orders,Kerala,0,0,2
Civil,Passing of Orders,Kerala,0,0,9
Civil,Passing of Orders,Kerala,0,0,3
Civil,Passing of Orders,Kerala,0,0,53
Civil,Passing of Orders,Kerala,0,0,39
Civil,Passing of Orders,Kerala,0,0,46
Civil,Passing of Orders,Kerala,0,0,3
Civil,Passing of Orders,Kerala,0,0,2
Civil,Passing of Orders,Kerala,0,0,72
Civil,Passing of Orders,Kerala,0,0,43
Civil,Passing of Orders,Kerala,0,0,107
Civil,Passing of Orders,Kerala,0,0,99
Civil,Passing of Orders,Kerala,0,0,15
Civil,Passing of Orders,Kerala,0,0,2
Civil,Passing of Orders,Kerala,0,0,76
Civil,Passing of Orders,Kerala,0,0,2
Civil,Passing of Orders,Kerala,0,0,21
Civil,Passing of Orders,Kerala,0,0,15
Civil,Passing of Orders,Kerala,0,0,2
Civil,Passing of Orders,Kerala,0,0,42
Civil,Passing of Orders,Kerala,0,0,91
Civil,Passing of Orders,Kerala,0,0,71
Civil,Passing of Orders,Kerala,0,0,5
Civil,Passing of Orders,Kerala,0,0,13
Civil,Passing of Orders,Kerala,0,0,35
Civil,Passing of Orders,Kerala,0,0,52
Civil,Passing of Orders,Kerala,0,0,2
Civil,Passing of Orders,Kerala,0,0,3
Civil,Passing of Orders,Kerala,0,0,25
Civil,Passing of Orders,Kerala,0,0,2
Civil,Passing of Orders,Kerala,0,0,48
Civil,Passing of Orders,Kerala,0,0,70
Civil,Passing of Orders,Kerala,0,0,4
Civil,Passing of Orders,Kerala,0,0,52
Civil,Passing of Orders,Kerala,0,0,35
Civil,Passing of Orders,Kerala,0,0,45
Civil,Passing of Orders,Kerala,0,0,2
Civil,Passing of Orders,Kerala,0,0,44
Civil,Passing of Orders,Kerala,0,0,4
Civil,Passing of Orders,Kerala,0,0,7
Civil,Passing of Orders,Kerala,0,0,60
Civil,Passing of Orders,Kerala,0,0,10
Civil,Passing of Orders,Kerala,0,0,3
Civil,Passing of Orders,Kerala,0,0,15
Civil,Passing of Orders,Kerala,0,0,2
Civil,Passing of Orders,Kerala,0,0,32
Civil,Passing of Orders,Kerala,0,0,11
Civil,Passing of Orders,Kerala,0,0,5
Civil,Passing of Orders,Kerala,0,0,30
Civil,Passing of Orders,Kerala,0,0,3
Civil,Passing of Orders,Kerala,0,0,2
Civil,Passing of Orders,Kerala,0,0,2
Civil,Passing of Orders,Kerala,0,0,17
Criminal,Passing of Orders,Kerala,0,0,37
Criminal,Passing of Orders,Kerala,0,0,205
Criminal,Passing of Orders,Kerala,0,0,25
Criminal,Passing of Orders,Kerala,0,0,87
Criminal,Passing of Orders,Kerala,0,0,398
Criminal,Passing of Orders,Kerala,0,0,26
Criminal,Passing of Orders,Kerala,0,0,39
Criminal,Passing of Orders,Kerala,0,0,68
Criminal,Passing of Orders,Kerala,0,0,33
Criminal,Passing of Orders,Kerala,0,0,26
Criminal,Passing of Orders,Kerala,0,0,15
Criminal,Passing of Orders,Kerala,0,0,26
Criminal,Passing of Orders,Kerala,0,0,26
Criminal,Passing of Orders,Kerala,0,0,54
Criminal,Passing of Orders,Kerala,0,0,15
Criminal,Passing of Orders,Kerala,0,0,28
Criminal,Passing of Orders,Kerala,0,0,13
Criminal,Passing of Orders,Kerala,0,0,13
Criminal,Passing of Orders,Kerala,0,0,237
Criminal,Passing of Orders,Kerala,0,0,6
Criminal,Passing of Orders,Kerala,0,0,72
Criminal,Passing of Orders,Kerala,0,0,13
Criminal,Passing of Orders,Kerala,0,0,13
Criminal,Passing of Orders,Kerala,0,0,82
Criminal,Passing of Orders,Kerala,0,0,13
Criminal,Passing of Orders,Kerala,0,0,13
Criminal,Passing of Orders,Kerala,0,0,13
Criminal,Passing of Orders,Kerala,0,0,13
Criminal,Passing of Orders,Kerala,0,0,13
Criminal,Passing of Orders,Kerala,0,0,13
Criminal,Passing of Orders,Kerala,0,0,13
Criminal,Passing of Orders,Kerala,0,0,10
Criminal,Passing of Orders,Kerala,0,0,24
Criminal,Passing of Orders,Kerala,0,0,10
Criminal,Passing of Orders,Kerala,0,0,22
Criminal,Passing of Orders,Kerala,0,0,64
Criminal,Passing of Orders,Kerala,0,0,64
Criminal,Passing of Orders,Kerala,0,0,24
Criminal,Passing of Orders,Kerala,0,0,63
Criminal,Passing of Orders,Kerala,0,0,16
Criminal,Passing of Orders,Kerala,0,0,16
Criminal,Passing of Orders,Kerala,0,0,9
Criminal,Passing of Orders,Kerala,0,0,65
Criminal,Passing of Orders,Kerala,0,0,16
Criminal,Passing of Orders,Kerala,0,0,16
Criminal,Passing of Orders,Kerala,0,0,24
Criminal,Passing of Orders,Kerala,0,0,12
Criminal,Passing of Orders,Kerala,0,0,16
Criminal,Passing of Orders,Kerala,0,0,12
Criminal,Passing of Orders,Kerala,0,0,16
Criminal,Passing of Orders,Kerala,0,0,12
Criminal,Passing of Orders,Kerala,0,0,15
Criminal,Passing of Orders,Kerala,0,0,73
Criminal,Passing of Orders,Kerala,0,0,14
Criminal,Passing of Orders,Kerala,0,0,38
Criminal,Passing of Orders,Kerala,0,0,12
Criminal,Passing of Orders,Kerala,0,0,12
Criminal,Passing of Orders,Kerala,0,0,12
Criminal,Passing of Orders,Kerala,0,0,19
Criminal,Passing of Orders,Kerala,0,0,42
Criminal,Passing of Orders,Kerala,0,0,20
Criminal,Passing of Orders,Kerala,0,0,22
Criminal,Passing of Orders,Kerala,0,0,77
Criminal,Passing of Orders,Kerala,0,0,32
Criminal,Passing of Orders,Kerala,0,0,47
Criminal,Passing of Orders,Kerala,0,0,41
Criminal,Passing of Orders,Kerala,0,0,84
Criminal,Passing of Orders,Kerala,0,0,32
Criminal,Passing of Orders,Kerala,0,0,41
Criminal,Passing of Orders,Kerala,0,0,32
Criminal,Passing of Orders,Kerala,0,0,32
Criminal,Passing of Orders,Kerala,0,0,379
Criminal,Passing of Orders,Kerala,0,0,9
Criminal,Passing of Orders,Kerala,0,0,82
Criminal,Passing of Orders,Kerala,0,0,22
Criminal,Passing of Orders,Kerala,0,0,31
Criminal,Passing of Orders,Kerala,0,0,23
Criminal,Passing of Orders,Kerala,0,0,8
Criminal,Passing of Orders,Kerala,0,0,8
Criminal,Passing of Orders,Kerala,0,0,33
Criminal,Passing of Orders,Kerala,0,0,21
Criminal,Passing of Orders,Kerala,0,0,26
Criminal,Passing of Orders,Kerala,0,0,27
Criminal,Passing of Orders,Kerala,0,0,428
Criminal,Passing of Orders,Kerala,0,0,90
Criminal,Passing of Orders,Kerala,0,0,12
Criminal,Passing of Orders,Kerala,0,0,251
Criminal,Passing of Orders,Kerala,0,0,10
Criminal,Passing of Orders,Kerala,0,0,32
Criminal,Passing of Orders,Kerala,0,0,279
Criminal,Passing of Orders,Kerala,0,0,577
Criminal,Passing of Orders,Kerala,0,0,8
Criminal,Passing of Orders,Kerala,0,0,8
Criminal,Passing of Orders,Kerala,0,0,17
Criminal,Passing of Orders,Kerala,0,0,80
Criminal,Passing of Orders,Kerala,0,0,123
Criminal,Passing of Orders,Kerala,0,0,13
Criminal,Passing of Orders,Kerala,0,0,11
Criminal,Passing of Orders,Kerala,0,0,24
Criminal,Passing of Orders,Kerala,0,0,26
Criminal,Passing of Orders,Kerala,0,0,2244
Criminal,Passing of Orders,Kerala,0,0,15
Criminal,Passing of Orders,Kerala,0,0,6448
Criminal,Passing of Orders,Kerala,0,0,816
Criminal,Passing of Orders,Kerala,0,0,11
Criminal,Passing of Orders,Kerala,0,0,126
Criminal,Passing of Orders,Kerala,0,0,6166
Criminal,Passing of Orders,Kerala,0,0,5445
Criminal,Passing of Orders,Kerala,0,0,3580
Criminal,Passing of Orders,Kerala,0,0,6035
Criminal,Passing of Orders,Kerala,0,0,92
Criminal,Passing of Orders,Kerala,0,0,6554
Criminal,Passing of Orders,Kerala,0,0,2274
Criminal,Passing of Orders,Kerala,0,0,5901
Criminal,Passing of Orders,Kerala,0,0,3179
Criminal,Passing of Orders,Kerala,0,0,5454
Criminal,Passing of Orders,Kerala,0,0,2507
Criminal,Passing of Orders,Kerala,0,0,6183
Criminal,Passing of Orders,Kerala,0,0,1805
Criminal,Passing of Orders,Kerala,0,0,6427
Criminal,Passing of Orders,Kerala,0,0,2568
Criminal,Passing of Orders,Kerala,0,0,2970
Criminal,Passing of Orders,Kerala,0,0,3850
Criminal,Passing of Orders,Kerala,0,0,3818
Criminal,Passing of Orders,Kerala,0,0,2528
Criminal,Passing of Orders,Kerala,0,0,3166
Criminal,Passing of Orders,Kerala,0,0,3208
Criminal,Passing of Orders,Kerala,0,0,3194
Criminal,Passing of Orders,Kerala,0,0,5932
Criminal,Passing of Orders,Kerala,0,0,92
Criminal,Passing of Orders,Kerala,0,0,6458
Criminal,Passing of Orders,Kerala,0,0,6169
Criminal,Passing of Orders,Kerala,0,0,6070
Criminal,Passing of Orders,Kerala,0,0,1017
Criminal,Passing of Orders,Kerala,0,0,6765
Criminal,Passing of Orders,Kerala,0,0,5860
Criminal,Passing of Orders,Kerala,0,0,5453
Criminal,Passing of Orders,Kerala,0,0,6021
Criminal,Passing of Orders,Kerala,0,0,5370
Criminal,Passing of Orders,Kerala,0,0,5986
Criminal,Passing of Orders,Kerala,0,0,5332
Criminal,Passing of Orders,Kerala,0,0,5343
Criminal,Passing of Orders,Kerala,0,0,5343
Criminal,Passing of Orders,Kerala,0,0,19
Criminal,Passing of Orders,Kerala,0,0,1517
Criminal,Passing of Orders,Kerala,0,0,3213
Criminal,Passing of Orders,Kerala,0,0,6742
Criminal,Passing of Orders,Kerala,0,0,4492
Criminal,Passing of Orders,Kerala,0,0,20
Criminal,Passing of Orders,Kerala,0,0,39
Criminal,Passing of Orders,Kerala,0,0,18
Criminal,Passing of Orders,Kerala,0,0,6305
Criminal,Passing of Orders,Kerala,0,0,5982
Criminal,Passing of Orders,Kerala,0,0,6331
Criminal,Passing of Orders,Kerala,0,0,4113
Criminal,Passing of Orders,Kerala,0,0,7579
Criminal,Passing of Orders,Kerala,0,0,4908
Criminal,Passing of Orders,Kerala,0,0,1950
Criminal,Passing of Orders,Kerala,0,0,2258
Criminal,Passing of Orders,Kerala,0,0,5483
Criminal,Passing of Orders,Kerala,0,0,357
Criminal,Passing of Orders,Kerala,0,0,3368
Criminal,Passing of Orders,Kerala,0,0,3934
Criminal,Passing of Orders,Kerala,0,0,6780
Criminal,Passing of Orders,Kerala,0,0,6265
Criminal,Passing of Orders,Kerala,0,0,5299
Criminal,Passing of Orders,Kerala,0,0,5976
Criminal,Passing of Orders,Kerala,0,0,6955
Criminal,Passing of Orders,Kerala,0,0,6726
Criminal,Passing of Orders,Kerala,0,0,6172
